1, 0 1 14 0 0 0;
2, 1 1 14 0 0 0;
3, 2 1 14 0 0 0;
4, 3 1 14 0 0 0;
5, 4 1 14 0 0 0;
6, 5 1 14 0 0 0;
7, 6 1 14 0 0 0;
8, 7 1 14 0 0 0;
9, 8 1 16 0 0 0;
10, 9 1 16 0 0 0;
11, 10 1 16 0 0 0;
12, 11 1 16 0 0 0;
13, 12 1 16 0 0 0;
14, 13 1 16 0 0 0;
15, 14 1 16 0 0 0;
16, 15 1 16 0 0 0;
17, 16 1 13 0 0 0;
18, 17 1 13 0 0 0;
19, 18 1 13 0 0 0;
20, 19 1 13 0 0 0;
21, 20 1 13 0 0 0;
22, 21 1 13 0 0 0;
23, 22 1 13 0 0 0;
24, 23 1 13 0 0 0;
25, 24 1 12 0 0 0;
26, 25 1 12 0 0 0;
27, 26 1 12 0 0 0;
28, 27 1 12 0 0 0;
29, 28 1 12 0 0 0;
30, 29 1 12 0 0 0;
31, 30 1 12 0 0 0;
32, 31 1 12 0 0 0;
33, 0 1 14 0 0 5;
34, 1 1 14 0 0 5;
35, 2 1 14 0 0 5;
36, 3 1 14 0 0 5;
37, 4 1 14 0 0 5;
38, 5 1 14 0 0 5;
39, 6 1 14 0 0 5;
40, 7 1 14 0 0 5;
41, 8 1 16 0 0 2;
42, 9 1 16 0 0 2;
43, 10 1 16 0 0 2;
44, 11 1 16 0 0 2;
45, 12 1 16 0 0 2;
46, 13 1 16 0 0 2;
47, 14 1 16 0 0 2;
48, 15 1 16 0 0 2;
49, 16 1 13 0 0 2;
50, 17 1 13 0 0 2;
51, 18 1 13 0 0 2;
52, 19 1 13 0 0 2;
53, 20 1 13 0 0 2;
54, 21 1 13 0 0 2;
55, 22 1 12 0 0 2;
56, 23 1 12 0 0 2;
57, 24 1 12 0 0 2;
58, 25 1 12 0 0 2;
59, 26 1 12 0 0 2;
60, 27 1 12 0 0 2;
61, 28 1 10 0 0 6;
62, 29 1 10 0 0 6;
63, 30 1 10 0 0 6;
64, 31 1 10 0 0 6;
65, 0 1 18 0 0 5;
66, 1 1 18 0 0 5;
67, 2 1 18 0 0 5;
68, 3 1 18 0 0 5;
69, 4 1 18 0 0 5;
70, 5 1 18 0 0 5;
71, 6 1 18 0 0 5;
72, 7 1 18 0 0 5;
73, 8 1 18 0 0 2;
74, 9 1 18 0 0 2;
75, 10 1 18 0 0 2;
76, 11 1 18 0 0 2;
77, 12 1 18 0 0 2;
78, 13 1 18 0 0 2;
79, 14 1 18 0 0 2;
80, 15 1 18 0 0 2;
81, 16 1 13 0 0 2;
82, 17 1 13 0 0 2;
83, 18 1 13 0 0 2;
84, 19 1 13 0 0 2;
85, 20 1 13 0 0 2;
86, 21 1 13 0 0 2;
87, 22 1 14 0 0 2;
88, 23 1 14 0 0 2;
89, 24 1 14 0 0 2;
90, 25 1 14 0 0 2;
91, 26 1 14 0 0 2;
92, 27 1 14 0 0 2;
93, 28 1 14 0 0 6;
94, 29 1 14 0 0 6;
95, 30 1 14 0 0 6;
96, 31 1 14 0 0 6;
97, 0 1 14 0 0 5;
98, 1 1 14 0 0 5;
99, 2 1 14 0 0 5;
100, 3 1 14 0 0 5;
101, 4 1 14 0 0 5;
102, 5 1 14 0 0 5;
103, 6 1 14 0 0 5;
104, 7 1 14 0 0 5;
105, 8 1 14 0 0 2;
106, 9 1 14 0 0 2;
107, 10 1 14 0 0 2;
108, 11 1 14 0 0 2;
109, 12 1 15 0 0 2;
110, 13 1 15 0 0 2;
111, 14 1 15 0 0 2;
112, 15 1 15 0 0 2;
113, 16 1 13 0 0 2;
114, 17 1 13 0 0 2;
115, 18 1 13 0 0 2;
116, 19 1 13 0 0 2;
117, 20 1 13 0 0 2;
118, 21 1 13 0 0 2;
119, 22 1 12 0 0 2;
120, 23 1 12 0 0 2;
121, 24 1 12 0 0 2;
122, 25 1 12 0 0 2;
123, 26 1 12 0 0 2;
124, 27 1 12 0 0 2;
125, 28 1 14 0 0 6;
126, 29 1 14 0 0 6;
127, 30 1 14 0 0 6;
128, 31 1 14 0 0 6;
129, 0 1 16 0 0 5;
130, 1 1 16 0 0 5;
131, 2 1 16 0 0 5;
132, 3 1 16 0 0 5;
133, 4 1 16 0 0 2;
134, 5 1 16 0 0 2;
135, 6 1 16 0 0 2;
136, 7 1 16 0 0 2;
137, 8 1 15 0 0 2;
138, 9 1 15 0 0 2;
139, 10 1 15 0 0 2;
140, 11 1 15 0 0 2;
141, 12 1 16 0 0 2;
142, 13 1 16 0 0 2;
143, 14 1 16 0 0 2;
144, 15 1 16 0 0 2;
145, 16 1 16 0 0 2;
146, 17 1 16 0 0 2;
147, 18 1 16 0 0 2;
148, 19 1 16 0 0 2;
149, 20 1 16 0 0 2;
150, 21 1 15 0 0 2;
151, 22 1 15 0 0 2;
152, 23 1 15 0 0 2;
153, 24 1 15 0 0 2;
154, 25 1 15 0 0 6;
155, 26 1 15 0 0 6;
156, 27 1 15 0 0 6;
157, 28 1 15 0 0 6;
158, 29 1 15 0 0 6;
159, 30 1 18 0 0 5;
160, 31 1 18 0 0 5;
161, 0 1 16 0 0 5;
162, 1 1 16 0 0 5;
163, 2 1 16 0 0 5;
164, 3 1 16 0 0 5;
165, 4 1 16 0 0 5;
166, 5 1 16 0 0 5;
167, 6 1 16 0 0 5;
168, 7 1 16 0 0 5;
169, 8 1 16 0 0 2;
170, 9 1 16 0 0 2;
171, 10 1 16 0 0 2;
172, 11 1 16 0 0 2;
173, 12 1 18 0 0 2;
174, 13 1 18 0 0 2;
175, 14 1 18 0 0 2;
176, 15 1 18 0 0 2;
177, 16 1 17 0 0 2;
178, 17 1 17 0 0 2;
179, 18 1 17 0 0 2;
180, 19 1 17 0 0 2;
181, 20 1 17 0 0 2;
182, 21 1 17 0 0 2;
183, 22 1 17 0 0 2;
184, 23 1 17 0 0 2;
185, 24 1 15 0 0 2;
186, 25 1 15 0 0 2;
187, 26 1 15 0 0 2;
188, 27 1 15 0 0 2;
189, 28 1 13 0 0 6;
190, 29 1 13 0 0 6;
191, 30 1 13 0 0 6;
192, 31 1 13 0 0 6;
193, 0 1 16 0 0 5;
194, 1 1 16 0 0 5;
195, 2 1 16 0 0 5;
196, 3 1 16 0 0 5;
197, 4 1 16 0 0 5;
198, 5 1 16 0 0 5;
199, 6 1 16 0 0 5;
200, 7 1 16 0 0 2;
201, 8 1 16 0 0 2;
202, 9 1 16 0 0 2;
203, 10 1 16 0 0 2;
204, 11 1 16 0 0 2;
205, 12 1 18 0 0 2;
206, 13 1 18 0 0 2;
207, 14 1 18 0 0 2;
208, 15 1 18 0 0 2;
209, 16 1 17 0 0 2;
210, 17 1 17 0 0 2;
211, 18 1 17 0 0 2;
212, 19 1 17 0 0 2;
213, 20 1 17 0 0 2;
214, 21 1 17 0 0 2;
215, 22 1 17 0 0 2;
216, 23 1 17 0 0 2;
217, 24 1 15 0 0 2;
218, 25 1 15 0 0 2;
219, 26 1 15 0 0 2;
220, 27 1 15 0 0 2;
221, 28 1 13 0 0 6;
222, 29 1 13 0 0 6;
223, 30 1 13 0 0 6;
224, 31 1 13 0 0 6;
225, 0 1 11 4 0 5;
226, 1 1 11 4 0 5;
227, 2 1 11 4 0 5;
228, 3 1 11 4 0 5;
229, 4 1 11 4 0 5;
230, 5 1 11 4 0 5;
231, 6 1 11 4 0 5;
232, 7 1 11 4 0 5;
233, 8 1 11 4 0 2;
234, 9 1 11 4 0 2;
235, 10 1 11 4 0 2;
236, 11 1 11 4 0 2;
237, 12 1 11 4 0 2;
238, 13 1 11 4 0 2;
239, 14 1 11 4 0 2;
240, 15 1 11 4 0 2;
241, 16 1 10 4 0 2;
242, 17 1 10 4 0 2;
243, 18 1 10 4 0 2;
244, 19 1 10 4 0 2;
245, 20 1 10 4 0 2;
246, 21 1 10 4 0 2;
247, 22 1 10 4 0 2;
248, 23 1 10 4 0 2;
249, 24 1 12 4 0 2;
250, 25 1 12 4 0 2;
251, 26 1 12 4 0 2;
252, 27 1 12 4 0 2;
253, 28 1 12 4 0 2;
254, 29 1 12 4 0 2;
255, 30 1 12 4 0 2;
256, 31 1 12 4 0 2;
257, 0 1 13 6 0 5;
258, 1 1 13 6 0 5;
259, 2 1 13 6 0 5;
260, 3 1 13 6 0 5;
261, 4 1 13 6 0 5;
262, 5 1 13 6 0 5;
263, 6 1 13 6 0 5;
264, 7 1 13 6 0 5;
265, 8 1 11 5 0 2;
266, 9 1 11 5 0 2;
267, 10 1 11 5 0 2;
268, 11 1 11 4 0 2;
269, 12 1 11 4 0 2;
270, 13 1 11 4 0 2;
271, 14 1 11 4 0 2;
272, 15 1 11 4 0 2;
273, 16 1 10 4 0 2;
274, 17 1 10 4 0 2;
275, 18 1 10 4 0 2;
276, 19 1 10 5 0 2;
277, 20 1 10 5 0 2;
278, 21 1 10 5 0 2;
279, 22 1 10 5 0 2;
280, 23 1 10 5 0 2;
281, 24 1 12 5 0 2;
282, 25 1 12 5 0 2;
283, 26 1 12 5 0 2;
284, 27 1 12 4 0 2;
285, 28 1 12 4 0 2;
286, 29 1 12 4 0 2;
287, 30 1 12 4 0 2;
288, 31 1 12 4 0 2;
289, 0 1 11 4 0 5;
290, 1 1 11 4 0 5;
291, 2 1 11 4 0 5;
292, 3 1 11 4 0 5;
293, 4 1 11 4 0 5;
294, 5 1 11 4 0 5;
295, 6 1 11 4 0 5;
296, 7 1 11 4 0 5;
297, 8 1 15 4 0 2;
298, 9 1 15 4 0 2;
299, 10 1 15 4 0 2;
300, 11 1 15 4 0 2;
301, 12 1 15 4 0 2;
